time,corrective_fix,preventive_fix,local_fix,fed_fix,corrective_profit,preventive_profit,local_profit,fed_profit
1,0,0,0,0,1.505930708,1.459920266,1.395107035,1.498361714
2,0,0,0,0,2.87480525,2.808529039,2.827046513,2.840745932
3,0,0,0,0,4.203315837,4.202443187,4.257335212,4.327373967
4,0,0,0,0,5.628957794,5.616733729,5.751566894,5.660663125
5,0,0,0,0,7.034380186,7.077146737,7.121213411,7.128609057
6,0,0,0,0,8.299809218,8.412027989,8.55752052,8.592672448
7,0,0,0,0,9.576195029,9.773021412,9.956723985,9.897142121
8,0,0,0,0,11.03574457,11.27090359,11.37763455,11.1646001
9,0,0,0,0,12.41405698,12.59799609,12.77828083,12.56141818
10,0,0,0,0,13.67619908,14.05368365,14.25432668,14.03335047
11,0,0,0,0,15.05791504,15.55483733,15.74227856,15.53649294
12,0,0,0,0,16.53376962,17.00561789,17.16754773,16.9617681
13,0,0,0,0,17.98408902,18.28905452,18.66781826,18.40356027
14,0,0,0,0,19.30674947,19.59681394,20.04338808,19.70689559
15,0,0,0,0,20.81684318,21.04987978,21.50565247,21.1454778
16,0,0,0,0,22.08955198,22.36316783,22.96227936,22.47523054
17,0,0,0,0,23.50281387,23.80555707,24.43754397,23.94494855
18,0,0,0,0,24.93613266,25.23248094,25.80347505,25.2782901
19,0,0,0,0,26.41384311,26.54878341,27.1672719,26.66436517
20,0,0,0,0,27.88128273,28.05067548,28.67680074,27.95888311
21,0,0,0,0,29.15714746,29.34965094,30.13940958,29.40500012
22,0,0,0,0,30.61117389,30.83233822,31.57694561,30.84823289
23,0,0,0,0,31.91288251,32.10408123,32.8874915,32.23538479
24,0,0,0,0,33.23478415,33.60963213,34.34222354,33.55488292
25,0,0,0,0,34.65802242,34.93084255,35.84471813,34.92044844
26,0,0,0,0,36.13202931,36.38091481,37.1264321,36.31077476
27,0,0,0,0,37.4138979,37.7252726,38.61917775,37.58928156
28,0,0,0,0,38.76762421,39.02298692,40.0023361,38.89592049
29,0,0,0,0,40.07860043,40.31626836,41.37897609,40.32052228
30,0,0,0,0,41.4494518,41.78100383,42.6788942,41.71070719
31,0,0,0,0,42.95130116,43.17498837,43.99675658,43.00282519
32,0,0,0,0,44.27360389,44.57231543,45.42477043,44.50508713
33,0,0,0,0,45.63306838,46.05149585,46.81451999,45.96219291
34,0,0,0,0,46.9663614,47.42063866,48.15824258,47.37204385
35,0,0,0,0,48.40349157,48.71479333,49.63468142,48.74300332
36,0,0,0,0,49.88981959,50.19424895,51.02933131,50.02540306
37,0,0,0,0,51.2622971,51.57305533,52.5145401,51.2904848
38,0,0,0,0,52.64430728,52.99575923,53.98640549,52.61118805
39,0,0,0,0,54.02126223,54.32922681,55.35780868,53.93167064
40,0,0,0,0,55.51014295,55.6813382,56.62910929,55.27887266
41,0,0,0,0,56.8524501,57.08879439,58.0905404,56.69253585
42,0,0,0,0,58.27097017,58.5960072,59.4971463,58.18965571
43,0,0,0,0,59.53470782,60.06956861,60.80151198,59.63214779
44,0,0,0,0,60.84805229,61.42161315,62.14947245,61.0111885
45,0,0,0,0,62.15314746,62.7718823,63.6108628,62.44950607
46,0,0,0,0,63.63566282,64.11923543,65.06566951,63.85948493
47,0,0,0,0,65.10191368,65.49582479,66.33133765,65.21428928
48,0,0,0,0,66.56492064,66.95408325,67.83362008,66.68191311
49,0,0,0,0,68.06676212,68.42945276,69.12404689,67.9575864
50,0,0,0,0,69.35402687,69.76190681,70.57357008,69.29725731
51,0,0,0,0,70.62134526,71.09150702,71.84844839,70.70193344
52,0,0,0,0,72.10191665,72.52651231,73.20288796,72.1897446
53,0,0,0,0,73.57828176,74.00957115,74.59749277,73.6099767
54,0,0,0,0,75.05703937,75.40938363,76.09391223,75.10987251
55,0,0,0,0,76.32158967,76.84790916,77.5070748,76.57744363
56,0,0,0,0,77.70011144,78.14924624,78.85727155,77.98545051
57,0,0,0,0,79.18270747,79.64725425,80.15280029,79.40005391
58,0,0,0,0,80.45969984,81.09993178,81.41937337,80.87570211
59,0,0,0,0,81.82818936,82.51779206,82.73691438,82.24004574
60,0,0,0,0,83.13119503,83.94178096,84.21134778,83.54871332
61,0,0,0,0,84.51393933,85.42103927,85.64317669,85.02656872
62,0,0,0,0,85.85148105,86.85004949,87.11055792,86.29179302
63,0,0,0,0,87.29913285,88.18460845,88.5714985,87.68951939
64,0,0,0,0,88.67762478,89.49023887,89.98745354,89.16086644
65,0,0,0,0,89.93790431,90.91069068,91.30661757,90.66384555
66,0,0,0,0,91.24067563,92.20717909,92.81052186,91.97935412
67,0,0,0,0,92.70259186,93.5325729,94.19627449,93.30579151
68,0,0,0,0,94.12322012,94.9473616,95.50515779,94.7567701
69,0,0,0,0,95.48247473,96.37777172,96.89288548,96.03523439
70,0,0,0,0,96.9546118,97.69562339,98.162976,97.34523183
71,0,0,0,0,98.41182672,98.97757336,99.57470028,98.63963054
72,0,0,0,0,99.77025455,100.3662634,100.9453241,100.0903805
73,0,0,0,0,101.1215713,101.8740256,102.3753447,101.5520184
74,0,0,0,0,102.628968,103.1917665,103.7051989,103.0526538
75,0,0,0,0,104.0448295,104.6764722,105.1131009,104.3764462
76,0,0,0,0,105.335025,106.0352179,106.5671204,105.6668824
77,0,0,0,0,106.808451,107.3784828,107.9412722,107.1596735
78,0,0,0,0,108.2932431,108.668074,109.4291327,108.6562143
79,0,0,0,0,109.6480234,110.0231479,110.8180191,110.0101701
80,0,0,0,0,111.0564594,111.322843,112.2660371,111.4342908
81,0,0,0,0,112.5338254,112.8132928,113.698544,112.8758326
82,0,0,0,0,113.8705716,114.3220668,114.9722656,114.1968905
83,0,0,0,0,115.2322262,115.6757222,116.4555281,115.6885615
84,0,0,0,0,116.6902476,117.0264383,117.7279906,117.1878308
85,0,0,0,0,117.9909558,118.3809348,119.0385151,118.5136482
86,0,0,0,0,119.442488,119.833915,120.4226598,119.9847145
87,0,0,0,0,120.7787904,121.107454,121.7148446,121.3079655
88,0,0,0,0,122.2597363,122.4970002,123.03425,122.7961408
89,0,0,0,0,123.6595289,123.7804013,124.4883095,124.1712907
90,0,0,0,0,125.1229612,125.1510263,125.8201388,125.6552261
91,0,0,0,0,126.5118556,126.5655273,127.259606,127.0336577
92,0,0,0,0,127.8993805,127.9434555,128.5520688,128.4314691
93,0,0,0,0,129.2449294,129.3674705,129.9723792,129.7423106
94,0,0,0,0,130.752392,130.6565675,131.4496242,131.109958
95,0,0,0,0,132.1431516,132.0047887,132.9491083,132.4106294
96,0,0,0,0,133.6520213,133.2993256,134.4296876,133.844754
97,0,0,0,0,135.0166744,134.6387978,135.9066819,135.2200658
98,0,0,0,0,136.3606506,136.0326793,137.3911731,136.5129607
99,0,0,0,0,137.8255144,137.3204646,138.6711671,137.9000993
100,0,0,0,0,139.1513179,138.8163554,140.151772,139.2897444
101,0,0,0,0,140.4571216,140.3219347,141.4441795,140.6726357
102,0,0,0,0,141.8342635,141.78662,142.8904987,142.0346403
103,0,0,0,0,143.3083653,143.2662863,144.155822,143.3888479
104,0,0,0,0,144.7741493,144.6205638,145.6296116,144.7026573
105,0,0,0,0,146.1432654,145.9377095,146.8938012,146.0184754
106,0,0,0,0,147.6400329,147.3705046,148.1933589,147.4330609
107,0,0,0,0,149.090672,148.8768335,149.6704338,148.7129407
108,0,0,0,0,150.5374087,150.318209,150.966396,149.9930959
109,0,0,0,0,151.9467859,151.7295355,152.3800357,151.4469419
110,0,0,0,0,153.3881886,153.007382,153.8262163,152.9395054
111,0,0,0,0,154.8851807,154.4994655,155.3016674,154.3183014
112,0,0,0,0,156.2540193,155.8942079,156.690593,155.6856876
113,0,0,0,0,157.7200848,157.2525442,158.1949189,157.1773233
114,0,0,0,0,159.1423216,158.6807623,159.4645051,158.4791258
115,0,0,0,0,160.4486511,160.0032037,160.7661969,159.9831052
116,0,0,0,0,161.9232322,161.383198,162.0897754,161.3288454
117,0,0,0,0,163.3028128,162.8094834,163.5213435,162.720079
118,0,0,0,0,164.7861761,164.3169546,164.9162002,164.1647827
119,0,0,0,0,166.0822588,165.7736722,166.1981421,165.4537404
120,0,0,0,0,167.4723675,167.1926943,167.4729718,166.8907608
121,0,0,0,0,168.7364961,168.6786608,168.8491904,168.3605768
122,0,0,0,0,170.1025019,170.1096237,170.2997212,169.7546835
123,0,0,0,0,171.6143593,171.5839461,171.6936158,171.1332339
124,0,0,0,0,172.9634983,172.8906695,173.0421907,172.4267791
125,0,0,0,0,174.2365417,174.2651062,174.317492,173.6997695
126,0,0,0,0,175.5209824,175.5698401,175.8117137,174.9814401
127,0,0,0,0,176.8073667,176.8792645,177.1865879,176.2909926
128,0,0,0,0,178.3169707,178.1468463,178.5043428,177.7258136
129,0,0,0,0,179.8242251,179.6255845,179.9991354,179.0936774
130,0,0,0,0,181.1639149,180.984335,181.4166655,180.419424
131,0,0,0,0,182.5688207,182.3745739,182.7618186,181.8705893
132,0,0,0,0,183.9761734,183.693871,184.1648655,183.2549905
133,0,0,0,1,185.4606577,185.1651745,185.6343152,179.4749905
134,0,0,0,1,186.9236242,186.5894008,186.9878844,175.6949905
135,0,0,0,1,188.2013414,188.0544047,188.324847,171.9149905
136,0,0,0,1,189.6849086,189.445141,189.6606136,168.1349905
137,0,0,0,1,191.1716397,190.8828247,191.0481887,164.3549905
138,0,0,0,0,192.6609203,192.3332012,192.464149,165.6196453
139,0,0,0,0,193.9448872,193.7543742,193.9470843,166.900982
140,0,0,0,0,195.3828034,195.0833056,195.2925297,168.3113328
141,0,0,1,0,196.7023999,196.5866833,191.5125297,169.6822637
142,0,0,1,0,198.0707187,197.9967836,187.7325297,171.0193409
143,0,0,1,0,199.3453139,199.4055833,183.9525297,172.3362727
144,0,0,1,0,200.8569361,200.7620108,180.1725297,173.7138896
145,0,0,1,0,202.2271815,202.2107822,176.3925297,175.0707591
146,0,1,0,0,203.6148049,198.4307822,177.7385856,176.3469816
147,0,1,0,0,204.9790015,194.6507822,179.2060491,177.8126773
148,0,1,0,0,206.3760287,190.8707822,180.5697604,179.1498211
149,0,1,0,0,207.6643064,187.0907822,181.9012885,180.6274269
150,0,1,0,0,209.1598919,183.3107822,183.1692295,182.1393361
151,3,0,0,0,201.5998919,184.7646367,184.5935708,183.4864657
152,3,0,0,0,194.0398919,186.2090102,185.870896,184.8089892
153,3,0,0,0,186.4798919,187.680405,187.2161184,186.2057335
154,3,0,0,0,178.9198919,189.0679921,188.6997898,187.7078967
155,3,0,0,0,171.3598919,190.3307973,190.1601089,189.1931327
156,3,0,0,0,163.7998919,191.8157396,191.5593967,190.6674782
157,3,0,0,0,156.2398919,193.2217419,192.941825,192.1485803
158,3,0,0,0,148.6798919,194.6523125,194.2902765,193.6179277
159,3,0,0,0,141.1198919,195.9370198,195.7397592,195.0196887
160,3,0,0,0,133.5598919,197.2566277,197.1285654,196.3118701
161,3,0,0,0,125.9998919,198.5368034,198.4716598,197.7821861
162,3,0,0,0,118.4398919,200.0193798,199.8779727,199.1405591
163,3,0,0,0,110.8798919,201.4446136,201.1983292,200.6148836
164,0,0,0,0,112.2431175,202.7424617,202.5085542,201.914839
165,0,0,0,0,113.5079422,204.0146408,203.8771527,203.1985289
166,0,0,0,0,114.9844541,205.3079068,205.1967798,204.5606913
167,0,0,0,0,116.2575605,206.6863477,206.5558328,206.0195487
168,0,0,0,0,117.6342584,208.1205782,207.8726477,207.4893941
169,0,0,0,0,119.0632749,209.426613,209.3199729,208.8289185
170,0,0,0,0,120.3670579,210.9123891,210.8095158,210.3377554
171,0,0,0,0,121.6362943,212.240637,212.2156547,211.7379354
172,0,0,0,0,123.0169905,213.705734,213.5047524,213.2145337
173,0,0,0,0,124.4825379,215.0437829,214.8424802,214.5525237
174,0,0,0,0,125.7766517,216.4932881,216.1052747,216.0622965
175,0,0,0,0,127.2250709,217.8750191,217.5765141,217.5154335
176,0,0,0,0,128.6502058,219.3616904,218.9005083,218.9271746
177,0,0,0,0,130.0421963,220.6805257,220.2922184,220.2281101
178,0,0,0,0,131.3974749,222.0456062,221.7249091,221.6379045
179,0,0,0,0,132.7731873,223.4998726,223.2157598,222.9371487
180,0,0,0,0,134.1733119,224.9824754,224.5432418,224.3590052
181,0,0,0,0,135.4904183,226.4762587,225.8355532,225.7708859
182,0,0,0,0,136.7562994,227.8099877,227.1112668,227.0578295
183,0,0,0,0,138.2463709,229.2524806,228.4659511,228.4364189
184,0,0,0,0,139.7329277,230.7438715,229.8364596,229.6968278
185,0,0,0,0,141.0671421,232.1579698,231.1437653,231.0300903
186,0,0,0,0,142.3345625,233.4262313,232.428026,232.5051853
187,0,0,0,0,143.8242163,234.8918914,233.931287,233.9889124
188,0,0,0,0,145.1999838,236.2192983,235.2037843,235.4358628
189,0,0,0,0,146.5138676,237.6274839,236.6342837,236.7813637
190,0,0,0,0,148.0014656,238.9390234,237.9634902,238.2652377
191,0,0,0,0,149.2972823,240.2120948,239.2860645,239.7354494
192,0,0,0,0,150.6586452,241.5769912,240.7877832,241.1968179
193,0,0,0,0,152.1183748,242.9644644,242.2340465,242.4932528
194,0,0,0,0,153.519773,244.3492086,243.5207878,243.7980672
195,0,0,0,0,154.8102395,245.7401757,244.8874698,245.0921868
196,0,0,0,0,156.1950319,247.2338858,246.3863593,246.5244554
197,0,0,0,0,157.4740413,248.5076709,247.6722861,247.9790692
198,0,0,0,0,158.9823585,249.808556,248.9735418,249.2471545
199,0,0,0,0,160.410282,251.3160815,250.4512668,250.6016389
200,0,0,0,0,161.800539,252.6914504,251.7500299,252.0128681
201,0,0,0,0,163.2953788,254.1945879,253.2511361,253.3247755
202,0,0,0,0,164.5931572,255.6553099,254.5807946,254.8208799
203,0,0,0,0,165.8888555,257.16561,256.0604544,256.1264506
204,0,0,0,0,167.2418574,258.5433018,257.3347347,257.5940728
205,0,0,0,0,168.5512144,259.9521961,258.735241,258.8715166
206,0,0,0,0,169.8999992,261.3088538,260.0634835,260.240365
207,0,0,0,0,171.3567132,262.8188877,261.4928818,261.6912959
208,0,0,0,0,172.7016209,264.1205542,262.7867039,263.1858119
209,0,0,0,0,173.9730633,265.5703183,264.0748651,264.4691007
210,0,0,0,0,175.3759123,266.8467445,265.5301418,265.7520701
211,0,0,0,0,176.7003054,268.113833,266.8850256,267.1546797
212,0,0,0,0,178.1531315,269.4748338,268.146687,268.4887156
