time,corrective_fix,preventive_fix,local_fix,fed_fix,corrective_profit,preventive_profit,local_profit,fed_profit
1,0,0,0,0,1.470671557,1.388767664,1.457854289,1.424808871
2,0,0,0,0,2.731878043,2.788998074,2.882869976,2.85286205
3,0,0,0,0,4.15037622,4.058091089,4.3884211,4.285980774
4,0,0,0,0,5.641956032,5.472141407,5.701326147,5.702800722
5,0,0,0,0,7.005908951,6.978900386,7.013133008,7.190666239
6,0,0,0,0,8.466074912,8.443910908,8.487266033,8.470985901
7,0,0,0,0,9.728015537,9.863420381,9.873896987,9.928290524
8,0,0,0,0,11.1906969,11.21515257,11.18879598,11.38849485
9,0,0,0,0,12.45611128,12.49012069,12.69167121,12.6832734
10,0,0,0,0,13.7899186,13.90547407,13.95491756,14.13487871
11,0,0,0,0,15.06872394,15.19902034,15.43556023,15.620615
12,0,0,0,0,16.52376759,16.70087422,16.8872498,16.96657681
13,0,0,0,0,17.8572886,18.06148601,18.15783451,18.226673
14,0,0,0,0,19.18228549,19.34074534,19.59223039,19.68860563
15,0,0,0,0,20.67380566,20.79340091,20.9417787,20.96213227
16,0,0,0,0,22.01766658,22.27682516,22.37148834,22.41328859
17,0,0,0,0,23.51278356,23.65523215,23.64107526,23.68322574
18,0,0,0,0,24.81279669,25.01497657,25.10976204,25.10080357
19,0,0,0,0,26.0791007,26.48504012,26.53289697,26.41564007
20,0,0,0,0,27.55369391,27.83444067,27.92967971,27.69654832
21,0,0,0,0,28.87383993,29.16663112,29.21013498,29.04982019
22,0,0,0,0,30.16492856,30.63568445,30.66361246,30.46122552
23,0,0,0,0,31.58556785,32.07425288,32.17162916,31.82023028
24,0,0,0,0,32.90988182,33.46086423,33.48198523,33.21179476
25,0,0,0,0,34.38940256,34.91561623,34.97985207,34.61828995
26,0,0,0,0,35.90020591,36.31149789,36.38052107,35.9537149
27,0,0,0,0,37.16475112,37.57364081,37.72139233,37.39790961
28,0,0,0,0,38.63741527,39.06317884,39.08127241,38.81028645
29,0,0,0,0,39.9356121,40.33257083,40.35576905,40.23625088
30,0,0,0,0,41.44640164,41.77774777,41.68740381,41.53782195
31,0,0,0,0,42.74093732,43.06751221,43.12913208,43.0429181
32,0,0,0,0,44.18157381,44.41230887,44.45385443,44.34206036
33,0,0,0,0,45.6046238,45.74535153,45.78153999,45.84672812
34,0,0,0,0,47.05985596,47.06257084,47.15728897,47.27565423
35,0,0,0,0,48.38240007,48.48503433,48.51664717,48.56457076
36,0,0,0,0,49.66848432,49.90296288,49.99460321,50.0416539
37,0,0,0,0,51.12138361,51.28190117,51.30504863,51.50054706
38,0,0,0,0,52.62598172,52.76790636,52.69891585,52.99581066
39,0,0,0,0,53.94693029,54.23322289,54.01331876,54.48096794
40,0,0,0,0,55.30461733,55.67614464,55.4320551,55.85675416
41,0,0,0,0,56.80091917,57.13578844,56.8155771,57.13287241
42,0,0,0,0,58.12992226,58.57661431,58.24530428,58.48865969
43,0,0,0,0,59.59182381,59.90259823,59.60252323,59.90321428
44,0,0,0,0,61.06659281,61.24410196,60.90130514,61.39924826
45,0,0,0,0,62.54913641,62.60206926,62.20675196,62.77069382
46,0,0,0,0,64.03015238,63.96392367,63.62674715,64.14014024
47,0,0,0,0,65.29313695,65.35062214,65.05777501,65.50871914
48,0,0,0,0,66.71129654,66.68891794,66.44539307,66.98549109
49,0,0,0,0,68.04480899,68.15418449,67.93377973,68.47568834
50,0,0,0,0,69.54380031,69.51744295,69.30824889,69.98650204
51,0,0,0,0,71.05079354,70.94745323,70.78376042,71.26353489
52,0,0,0,0,72.45745564,72.29721692,72.17964544,72.61072117
53,0,0,0,0,73.83789641,73.76190559,73.6680227,74.03707728
54,0,0,0,0,75.17539663,75.25145229,75.08773109,75.37438324
55,0,0,0,0,76.62595841,76.76087509,76.48596969,76.69200494
56,0,0,0,0,77.97999577,78.08070563,77.85374128,77.9687926
57,0,0,0,0,79.39368691,79.58731533,79.30517761,79.39112363
58,0,0,0,0,80.88536731,80.85350315,80.56801427,80.72655499
59,0,0,0,0,82.32017304,82.23867347,81.9245853,82.00187498
60,0,0,0,0,83.77559625,83.70504728,83.33558977,83.37888135
61,0,0,0,0,85.08628461,85.1183744,84.84742061,84.65270661
62,0,0,0,0,86.4634377,86.42651983,86.22213732,86.15289194
63,0,0,0,0,87.96436118,87.80020807,87.70394034,87.47256282
64,0,0,0,0,89.25155505,89.1471472,89.18420353,88.91928431
65,0,0,0,0,90.56663896,90.59651961,90.67900428,90.34285021
66,0,0,0,0,92.06080948,92.06544952,92.05128217,91.79459995
67,0,0,0,0,93.51627665,93.34224393,93.33601015,93.19964883
68,0,0,0,0,94.99424636,94.84259681,94.8015503,94.69429588
69,0,0,0,0,96.26249098,96.3184324,96.30603544,96.02267303
70,0,0,0,0,97.60836203,97.74447641,97.63807469,97.49209371
71,0,0,0,0,99.08323079,99.08794284,98.96595722,98.78162644
72,0,0,0,0,100.4381257,100.5307849,100.2423938,100.0797653
73,0,0,0,0,101.9078567,101.8165947,101.50556,101.4990963
74,0,0,0,0,103.2914837,103.2029252,102.961043,102.9047517
75,0,0,0,0,104.6466147,104.5799802,104.3770285,104.2031058
76,0,0,0,0,106.1546669,105.8967037,105.8177778,105.5189543
77,0,0,0,0,107.494502,107.3423628,107.2933371,106.9874706
78,0,0,0,0,108.9918898,108.6888335,108.7952426,108.2751351
79,0,0,0,0,110.4515742,110.0228091,110.1552161,109.6144268
80,0,0,0,0,111.7361809,111.4513963,111.4372562,110.9047597
81,0,0,0,0,113.2307947,112.8243596,112.9088477,112.3155816
82,0,0,0,0,114.6410106,114.2413825,114.3321272,113.6077513
83,0,0,0,0,116.0401816,115.6949276,115.7077474,115.0999607
84,0,0,0,0,117.5499576,116.9627636,117.1240486,116.4426512
85,0,0,0,0,119.0413461,118.3551337,118.4047735,117.9266136
86,0,0,0,0,120.4661465,119.7552797,119.7122756,119.3298369
87,0,0,0,0,121.8191848,121.0766981,121.072342,120.5945012
88,0,0,0,0,123.2675211,122.5593193,122.4527628,122.1023186
89,0,0,0,0,124.6351172,123.9047429,123.9461353,123.5710467
90,0,0,0,0,126.0732565,125.2467572,125.4503016,125.0761011
91,0,0,0,0,127.5121897,126.7260935,126.9456841,126.371268
92,0,0,0,0,128.8342764,128.0899295,128.4238484,127.7123854
93,0,0,0,0,130.1648964,129.3934491,129.7596083,129.1663008
94,0,0,0,0,131.5319925,130.7681406,131.1252051,130.627657
95,0,0,0,0,132.8464989,132.247402,132.4136397,131.9047664
96,0,0,0,0,134.1908011,133.6712637,133.7141479,133.3458579
97,0,0,0,0,135.6673613,135.0579437,135.2028203,134.8473282
98,0,0,0,0,137.0783206,136.3657611,136.5717323,136.2837672
99,0,0,0,0,138.3475003,137.6889122,138.0595064,137.612776
100,0,0,0,0,139.74026,138.9493674,139.5506998,138.9211164
101,0,0,0,0,141.1231251,140.4123896,140.9482245,140.3399931
102,0,0,0,0,142.5697144,141.8263744,142.3569599,141.805111
103,0,0,0,0,143.8315554,143.2733541,143.8636111,143.1707929
104,0,0,0,0,145.147484,144.695947,145.2585518,144.5902586
105,0,0,0,0,146.5033706,145.969133,146.5398619,146.0215695
106,0,0,0,0,148.0025418,147.4023566,148.03864,147.5090295
107,0,0,0,0,149.4279297,148.7664071,149.5417329,148.8482816
108,0,0,0,0,150.8956429,150.1081934,150.9513547,150.2228867
109,0,0,0,0,152.2184984,151.3923712,152.2501947,151.5624593
110,0,0,0,0,153.6188101,152.7028555,153.6621015,152.9417963
111,0,0,0,0,154.9278757,154.0530965,155.1463735,154.3770633
112,0,0,0,0,156.4330095,155.5337627,156.5926273,155.6754315
113,0,0,0,0,157.9424464,156.9901538,158.0171841,156.9882375
114,0,0,0,0,159.3785161,158.3537456,159.3893837,158.4206073
115,0,0,0,0,160.6620111,159.8128771,160.6864332,159.8326071
116,0,0,0,0,162.1498815,161.2655827,162.1686484,161.156899
117,0,0,0,0,163.5728995,162.5436513,163.6526249,162.5793657
118,0,0,0,0,164.9763592,164.0067259,164.9689319,164.0101333
119,0,0,0,0,166.3091128,165.5186978,166.3176979,165.4524069
120,0,0,0,0,167.730676,166.8649662,167.7822346,166.7804391
121,0,0,0,0,169.2237468,168.3645328,169.0903229,168.1619065
122,0,0,0,0,170.6139921,169.6887443,170.4751774,169.5248489
123,0,0,0,0,171.9755471,170.9897182,171.8822411,170.8207307
124,0,0,0,0,173.4834114,172.321045,173.3383332,172.1154677
125,0,0,0,0,174.8978341,173.8197607,174.8323601,173.4853933
126,0,0,0,0,176.2801976,175.2395875,176.2445679,174.8582882
127,0,0,0,0,177.6951217,176.5020107,177.5620274,176.3471531
128,0,0,0,0,179.169055,177.8505844,178.8790715,177.7637228
129,0,0,0,0,180.4703786,179.2608594,180.2713195,179.0330615
130,0,0,0,0,181.8634188,180.6169193,181.6637875,180.4506538
131,0,0,0,0,183.2849524,182.038897,183.1100007,181.8343528
132,0,0,0,0,184.7444127,183.357082,184.490531,183.2116033
133,0,0,0,0,186.05246,184.7430113,185.8121822,184.6106634
134,0,0,0,0,187.4871945,186.2361192,187.1108839,186.0228596
135,0,0,0,0,188.8745234,187.5304164,188.5212235,187.4438612
136,0,0,0,0,190.2491622,188.9222616,189.9780512,188.7557979
137,0,0,0,1,191.5732698,190.3023816,191.2581633,184.9757979
138,0,0,0,1,193.0128122,191.6262375,192.6548511,181.1957979
139,0,0,0,1,194.4608843,192.9536109,193.9683138,177.4157979
140,0,0,0,1,195.8771991,194.4063222,195.2657382,173.6357979
141,0,0,0,1,197.225145,195.8616368,196.5857707,169.8557979
142,3,0,0,0,189.665145,197.2980861,198.0134455,171.1993575
143,3,0,0,0,182.105145,198.6313382,199.3005745,172.6091632
144,3,0,0,0,174.545145,199.9597061,200.757276,173.9212882
145,3,0,0,0,166.985145,201.4636856,202.0721126,175.3330239
146,3,0,0,0,159.425145,202.9467103,203.4975334,176.8202328
147,3,0,0,0,151.865145,204.3041263,204.8117077,178.3312407
148,3,0,0,0,144.305145,205.8146579,206.2197646,179.5997798
149,3,1,1,0,136.745145,202.0346579,202.4397646,181.0238015
150,3,1,1,0,129.185145,198.2546579,198.6597646,182.5349929
151,3,1,1,0,121.625145,194.4746579,194.8797646,184.0141887
