time,corrective_fix,preventive_fix,local_fix,fed_fix,corrective_profit,preventive_profit,local_profit,fed_profit
0,0,0,0,0,0.777898002,0.649171583,0.768016798,0.658679752
1,0,0,0,0,1.413927288,1.44849472,1.53143707,1.482687751
2,0,0,0,0,2.266147162,2.250301925,2.185106019,2.125570961
3,0,0,0,0,3.126403881,2.940375553,2.935014827,2.85215697
4,0,0,0,0,3.905009902,3.792337137,3.581844491,3.527613871
5,0,0,0,0,4.587873788,4.636882218,4.252202527,4.176062403
6,0,0,0,0,5.329897503,5.399088218,4.904002276,4.972606324
7,0,0,0,0,6.073473567,6.272387462,5.642004927,5.755440989
8,0,0,0,0,6.815427557,6.918844187,6.372405339,6.46017752
9,0,0,0,0,7.601033946,7.661679302,7.112376967,7.292538546
10,0,0,0,0,8.386497859,8.480466311,7.898857921,7.982948909
11,0,0,0,0,9.054787875,9.192272382,8.773969535,8.799801174
12,0,0,0,0,9.814949862,10.05589876,9.585383763,9.48407655
13,0,0,0,0,10.54141163,10.89227806,10.40813684,10.19800907
14,0,0,0,0,11.38501707,11.54909541,11.20249239,11.02491546
15,0,0,0,0,12.20486912,12.25555313,11.94015934,11.90423456
16,0,0,0,0,12.84931234,12.96690485,12.7126331,12.56898966
17,0,0,0,0,13.52449417,13.83329434,13.59131873,13.42247965
18,0,0,0,0,14.30930816,14.56904843,14.25670775,14.07334978
19,0,0,0,0,14.97654658,15.27363689,14.98869138,14.8588436
20,0,0,0,0,15.63400613,16.04879929,15.85842394,15.57560883
21,0,0,0,0,16.2881094,16.74030638,16.66357137,16.38650315
22,0,0,0,0,17.07358961,17.38380754,17.37113444,17.2357474
23,0,0,0,0,17.89533118,18.02012362,18.25135032,17.99023482
24,0,0,0,0,18.57287999,18.84172377,19.05994121,18.73040328
25,0,0,0,0,19.25618639,19.69568537,19.86890928,19.49972669
26,0,0,0,0,20.13510103,20.48857277,20.66923654,20.19387537
27,0,0,0,0,20.91468767,21.26472529,21.47658837,20.97800227
28,0,0,0,0,21.6720865,21.96834063,22.24661385,21.82551658
29,0,0,0,0,22.48308924,22.77978016,22.89324267,22.70682872
30,0,0,0,0,23.35005382,23.54636665,23.68605281,23.49798305
31,0,0,0,0,24.14085889,24.22419192,24.46692893,24.23856864
32,0,0,0,0,24.78329144,24.90076293,25.27138667,25.0809529
33,0,0,0,0,25.59513255,25.63353708,25.93304773,25.77325388
34,0,0,0,0,26.38954049,26.41881779,26.64492192,26.57212419
35,0,0,0,0,27.02402636,27.12835833,27.30918954,27.39139397
36,0,0,0,0,27.85069584,27.9359935,28.00885574,28.06605847
37,0,0,0,0,28.56425503,28.6279681,28.64631063,28.80569504
38,0,0,0,0,29.38993171,29.30467247,29.51162172,29.59270504
39,0,0,0,0,30.13645332,30.08794375,30.1480437,30.30931716
40,0,0,0,0,30.91508079,30.95970606,30.97510023,31.03863767
41,0,0,0,0,31.55258902,31.77518074,31.7658181,31.77936102
42,0,0,0,0,32.3200237,32.42790785,32.47238626,32.46558786
43,0,0,0,0,33.16643913,33.22315565,33.22858624,33.20310886
44,0,0,0,0,33.82421559,34.01813823,33.93575994,34.0455106
45,0,0,0,0,34.59260001,34.76553075,34.780733,34.86511539
46,0,0,0,0,35.35980948,35.61122547,35.50937976,35.69733883
47,0,0,0,0,36.01890113,36.31015597,36.23509222,36.56464275
48,0,0,0,0,36.78022509,37.0205112,36.91731356,37.21247283
49,0,0,0,0,37.41209839,37.79999685,37.77926386,38.05074464
50,0,0,0,0,38.22070046,38.57061762,38.61986748,38.73425696
51,0,0,0,0,38.9826023,39.31117296,39.30916262,39.3915308
52,0,0,0,0,39.62092294,40.03327123,39.95457815,40.11939345
53,0,0,0,0,40.41831927,40.76624732,40.64549393,40.93391535
54,0,0,0,0,41.20699722,41.47744065,41.45594766,41.79365675
55,0,0,0,0,42.00705945,42.17914695,42.26038151,42.52724053
56,0,0,0,0,42.65552117,42.90359631,43.05170159,43.22689953
57,0,0,0,0,43.31820921,43.53638764,43.91893769,44.01274866
58,0,0,0,0,44.06040756,44.26298369,44.56219251,44.7312314
59,0,0,0,0,44.80495545,45.12943486,45.27663189,45.39805604
60,0,0,0,0,45.65960791,45.97354927,45.94621922,46.27497985
61,0,0,0,0,46.3255432,46.76150073,46.79538038,46.91731964
62,0,0,0,0,47.19686984,47.47671141,47.55261698,47.57304129
63,0,0,0,0,47.92254979,48.1160366,48.37203798,48.20861125
64,0,0,0,0,48.58201706,48.82129414,49.23974477,48.92868312
65,0,0,0,0,49.46013661,49.49032481,50.08898425,49.79412018
66,0,0,0,0,50.09967209,50.2795995,50.86166943,50.66725696
67,0,0,0,0,50.96967056,51.14319238,51.639676,51.45089665
